(45998, 77, 5023, 5024, 5033, 5041, 5048, 5057, 5066, 5083, 5093, 5101)
(47101, 78, 5023, 5024, 5033, 5041, 5048, 5057, 5066, 5083, 5093, 5101)
(48895, 79, 5101, 5093, 5083, 5066, 5057, 5048, 5041, 5033, 5024, 5023)
(49075, 80, 5101, 5093, 5083, 5066, 5057, 5048, 5041, 5033, 5024, 5023)
(49310, 81, 5023, 5024, 5033, 5041, 5048, 5057, 5066, 5083, 5093, 5101)
(50349, 82, 5101, 5093, 5083, 5066, 5057, 5048, 5041, 5033, 5024, 5023)
(50447, 83, 5023, 5024, 5033, 5041, 5048, 5057, 5066, 5083, 5093, 5101)
(10015, 84, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(11148, 85, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(11737, 86, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(13827, 87, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(16039, 88, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(20324, 89, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(23843, 90, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(24068, 91, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(29215, 92, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(31666, 93, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(32364, 94, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(38491, 95, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(40495, 96, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(50461, 97, 5030, 5046, 5053, 5063, 5079, 5089, 5099, 5106, 5107, 5108)
(10191, 98, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(10361, 99, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(10392, 100, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(10614, 101, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(10874, 102, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(11394, 103, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(11685, 104, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(11779, 105, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(12025, 106, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(12043, 107, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(12312, 108, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(12603, 109, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(12623, 110, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(12756, 111, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(12770, 112, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(12937, 113, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(13083, 114, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(13115, 115, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(13416, 116, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(13582, 117, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(13662, 118, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(13776, 119, 5008, 5007, 5016, 5025, 5024, 5032, 5047, 5054, 5063, 5079)
(14137, 120, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14481, 121, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14618, 122, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14625, 123, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14644, 124, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14837, 125, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14919, 126, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(14956, 127, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(15008, 128, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(15047, 129, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(15307, 130, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(16112, 131, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(16242, 132, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(16880, 133, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(17106, 134, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(17257, 135, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(17276, 136, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(17397, 137, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(17651, 138, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(17727, 139, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(17991, 140, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(18025, 141, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(18142, 142, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(18148, 143, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(18245, 144, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(18469, 145, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(18608, 146, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(18892, 147, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(18923, 148, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(19023, 149, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(19576, 150, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(19660, 151, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(19693, 152, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(20144, 153, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(20339, 154, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(20455, 155, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(20790, 156, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(20877, 157, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(21142, 158, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(21178, 159, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(21340, 160, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(22366, 161, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(22576, 162, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(22869, 163, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(22879, 164, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(22910, 165, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(22923, 166, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(23124, 167, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(23501, 168, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(23670, 169, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(23678, 170, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(23774, 171, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(24461, 172, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(24567, 173, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(24638, 174, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(24644, 175, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(25285, 176, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(25339, 177, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(25374, 178, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(25677, 179, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(25725, 180, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(25850, 181, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(25981, 182, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(26037, 183, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(26219, 184, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(26467, 185, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(26744, 186, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(26843, 187, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(27343, 188, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(27550, 189, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(27891, 190, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(28031, 191, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(28048, 192, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(28262, 193, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(28289, 194, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(28318, 195, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(28400, 196, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(28648, 197, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(28929, 198, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(29051, 199, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(29066, 200, 5008, 5007, 5016, 5025, 5024, 5032, 5047, 5054, 5063, 5079)
(29067, 201, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(29346, 202, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(29428, 203, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(29488, 204, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(29809, 205, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(30704, 206, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(31189, 207, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(31299, 208, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(31332, 209, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(31632, 210, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(31645, 211, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(31836, 212, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(31905, 213, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(32042, 214, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(32102, 215, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(32422, 216, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(32462, 217, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(32498, 218, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(32689, 219, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(32788, 220, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(33002, 221, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(33133, 222, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(33303, 223, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(33454, 224, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(33847, 225, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(33901, 226, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(33946, 227, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(33956, 228, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(34012, 229, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(34238, 230, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(34296, 231, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(34666, 232, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(34989, 233, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(35080, 234, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(35244, 235, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(35295, 236, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(35304, 237, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(35463, 238, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(35585, 239, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(35667, 240, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(35880, 241, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(36052, 242, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(36486, 243, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(36628, 244, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(37020, 245, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(37358, 246, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(37797, 247, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(37971, 248, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38334, 249, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38373, 250, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38376, 251, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38508, 252, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38599, 253, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(38659, 254, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38663, 255, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(38943, 256, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(39274, 257, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(39284, 258, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(39421, 259, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(39502, 260, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(39612, 261, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(39666, 262, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(39827, 263, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(40074, 264, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(40418, 265, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(40696, 266, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(40992, 267, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(41011, 268, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(41211, 269, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(41272, 270, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(41832, 271, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(42393, 272, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(43033, 273, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(43081, 274, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(43194, 275, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(43221, 276, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(43927, 277, 5008, 5007, 5016, 5025, 5024, 5032, 5047, 5054, 5063, 5079)
(43975, 278, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(44528, 279, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(44674, 280, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(44803, 281, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(44924, 282, 5008, 5007, 5016, 5025, 5024, 5032, 5047, 5054, 5063, 5079)
(44965, 283, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(45185, 284, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(45238, 285, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(45324, 286, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(45607, 287, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(45631, 288, 5008, 5007, 5016, 5025, 5024, 5032, 5047, 5054, 5063, 5079)
(45963, 289, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(45988, 290, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(46045, 291, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(46789, 292, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(46825, 293, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(46906, 294, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(47248, 295, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(47346, 296, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(47455, 297, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(47495, 298, 5047, 5054, 5063, 5079, 5088, 5097, 5113, 5122, 5121, 5120)
(47514, 299, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
(47581, 300, 5079, 5063, 5054, 5047, 5032, 5024, 5025, 5016, 5007, 5008)
